word	instruction	tone	response
LEMON	r	hi.wav	f
XXXXXXX	cf	lo.wav	f
XXXX	cf	lo.wav	f
YARN	f	lo.wav	f
OCEAN	f	lo.wav	f
NEWS	r	hi.wav	f
MYSTERY	f	lo.wav	f
XXXXXXX	cf	lo.wav	f
XXXXX	cr	hi.wav	f
XXXX	cf	lo.wav	f
KIND	r	hi.wav	f
XXXX	cf	lo.wav	f
XXXXXXXX	cr	hi.wav	f
XXXXXXXX	cf	lo.wav	f
EQUAL	f	lo.wav	f
XXXXXX	cf	lo.wav	f
GAZE	r	hi.wav	f
XXXX	cf	lo.wav	f
XXXXXXXX	cf	lo.wav	f
XXXXXXX	cr	hi.wav	f
HARVEST	r	hi.wav	f
QUOTE	r	hi.wav	f
INCH	f	lo.wav	f
LEASE	f	lo.wav	f
PASTE	r	hi.wav	f
XXXXX	cr	hi.wav	f
XXXXX	cr	hi.wav	f
XXXX	cr	hi.wav	f
JOKE	f	lo.wav	f
FRONT	r	hi.wav	f
CROP	f	lo.wav	f
XXXX	cr	hi.wav	f
XXXX	cf	lo.wav	f
XXXXXX	cr	hi.wav	f
ANIMAL	r	hi.wav	f
LEISURE	r	hi.wav	f
RAID	r	hi.wav	f
XXXX	cr	hi.wav	f
ACADEMY	r	hi.wav	f
PROSE	f	lo.wav	f
UNIT	f	lo.wav	f
UPSET	f	lo.wav	f
EDGE	r	hi.wav	f
XXXXXXXX	cf	lo.wav	f
LAWYER	r	hi.wav	f
PATROL	r	hi.wav	f
XXXXX	cr	hi.wav	f
VARIETY	r	hi.wav	f
XXXXXXX	cf	lo.wav	f
MUSCLE	r	hi.wav	f
XXXX	cf	lo.wav	f
XXXXX	cf	lo.wav	f
XXXXX	cr	hi.wav	f
YARD	f	lo.wav	f
XXXX	cr	hi.wav	f
XXXXXXXX	cr	hi.wav	f
GEAR	f	lo.wav	f
DEAN	r	hi.wav	f
LAUGH	f	lo.wav	f
XXXXXXX	cr	hi.wav	f
LATIN	f	lo.wav	f
GRAPH	r	hi.wav	f
REAL	r	hi.wav	f
XXXXX	cf	lo.wav	f
DEPOT	r	hi.wav	f
JEAN	r	hi.wav	f
DIAGRAM	r	hi.wav	f
ITEM	f	lo.wav	f
ELEVATOR	f	lo.wav	f
XXXXXXX	cr	hi.wav	f
SYSTEM	f	lo.wav	f
TALENT	f	lo.wav	f
RADAR	r	hi.wav	f
XXXX	cf	lo.wav	f
XXXX	cf	lo.wav	f
JUSTICE	f	lo.wav	f
XXXXXXX	cf	lo.wav	f
RAIL	f	lo.wav	f
ADVICE	f	lo.wav	f
XXXX	cf	lo.wav	f
DEBT	f	lo.wav	f
XXXXXX	cr	hi.wav	f
OPINION	f	lo.wav	f
NARRATOR	r	hi.wav	f
XXXX	cr	hi.wav	f
XXXX	cf	lo.wav	f
GATE	f	lo.wav	f
MYTH	r	hi.wav	f
FUTURE	r	hi.wav	f
XXXXX	cf	lo.wav	f
XXXX	cf	lo.wav	f
XXXXXXX	cr	hi.wav	f
DEAR	f	lo.wav	f
WORD	r	hi.wav	f
IRONY	f	lo.wav	f
XXXXX	cr	hi.wav	f
XXXX	cr	hi.wav	f
XXXXX	cf	lo.wav	f
LAST	f	lo.wav	f
CURTAIN	r	hi.wav	f
SWIFT	r	hi.wav	f
QUESTION	r	hi.wav	f
XXXXXXX	cr	hi.wav	f
CUSTOMER	r	hi.wav	f
GRAB	f	lo.wav	f
XXXX	cr	hi.wav	f
GOWN	r	hi.wav	f
XXXXX	cf	lo.wav	f
GANG	f	lo.wav	f
QUICK	f	lo.wav	f
JOURNAL	f	lo.wav	f
XXXXXX	cr	hi.wav	f
LENGTH	f	lo.wav	f
ACID	r	hi.wav	f
XXXXX	cr	hi.wav	f
XXXXXXX	cr	hi.wav	f
XXXXXX	cr	hi.wav	f
GRADE	r	hi.wav	f
