word	instruction	tone	response
XXXXXX	cf	hi.wav	j
XXXXX	cf	hi.wav	j
MUSICIAN	f	hi.wav	j
TACTICS	f	hi.wav	j
ECONOMY	f	hi.wav	j
OCCASION	r	lo.wav	j
XXXXXXX	cf	hi.wav	j
XXXXXXXX	cr	lo.wav	j
JUSTICE	r	lo.wav	j
RAIL	r	lo.wav	j
XXXXXX	cr	lo.wav	j
XXXXX	cr	lo.wav	j
ITEM	r	lo.wav	j
XXXX	cr	lo.wav	j
XXXXX	cf	hi.wav	j
XXXX	cr	lo.wav	j
XXXXXX	cf	hi.wav	j
NECK	f	hi.wav	j
DEBUT	f	hi.wav	j
INCH	r	lo.wav	j
DETAIL	f	hi.wav	j
XXXX	cf	hi.wav	j
GATHER	f	hi.wav	j
XXXXX	cr	lo.wav	j
XXXXX	cf	hi.wav	j
LAST	r	lo.wav	j
PASSIVE	f	hi.wav	j
XXXXXXX	cf	hi.wav	j
GROUND	f	hi.wav	j
GANG	r	lo.wav	j
MYSTERY	r	lo.wav	j
YARN	r	lo.wav	j
XXXXXXX	cf	hi.wav	j
XXXXX	cf	hi.wav	j
LATIN	r	lo.wav	j
XXXX	cr	lo.wav	j
TALENT	r	lo.wav	j
LAMP	f	hi.wav	j
CURRENCY	r	lo.wav	j
GUEST	f	hi.wav	j
NATION	f	hi.wav	j
XXXX	cr	lo.wav	j
XXXX	cr	lo.wav	j
XXXX	cr	lo.wav	j
JAZZ	f	hi.wav	j
XXXXXXXX	cf	hi.wav	j
GRADUATE	f	hi.wav	j
XXXXXX	cr	lo.wav	j
XXXXXX	cf	hi.wav	j
WOOL	f	hi.wav	j
DICE	f	hi.wav	j
XXXXXXX	cr	lo.wav	j
XXXXXX	cf	hi.wav	j
GRASS	f	hi.wav	j
XXXX	cr	lo.wav	j
XXXXXX	cf	hi.wav	j
XXXX	cr	lo.wav	j
WINDOW	f	hi.wav	j
ELEVATOR	r	lo.wav	j
XXXXXX	cr	lo.wav	j
VALLEY	f	hi.wav	j
KNOCK	f	hi.wav	j
LENGTH	r	lo.wav	j
FRUIT	r	lo.wav	j
XXXXXX	cr	lo.wav	j
CURRENT	r	lo.wav	j
CASH	f	hi.wav	j
XXXXXXX	cr	lo.wav	j
XXXXXXXX	cr	lo.wav	j
XXXXXXX	cr	lo.wav	j
PROSE	r	lo.wav	j
XXXXXXX	cf	hi.wav	j
PARK	f	hi.wav	j
ADVICE	r	lo.wav	j
XXXX	cr	lo.wav	j
TAIL	f	hi.wav	j
XXXXXXXX	cr	lo.wav	j
XXXXXX	cf	hi.wav	j
XXXXX	cr	lo.wav	j
XXXX	cr	lo.wav	j
KISS	f	hi.wav	j
KNIGHT	f	hi.wav	j
RACE	f	hi.wav	j
XXXX	cf	hi.wav	j
XXXXX	cf	hi.wav	j
ILLUSION	r	lo.wav	j
QUALITY	f	hi.wav	j
ADDITION	r	lo.wav	j
