word	instruction	tone	response
XXXX	cr	lo.wav	j
OFFICER	r	lo.wav	j
XXXXX	cf	hi.wav	j
XXXXXX	cr	lo.wav	j
XXXXX	cf	hi.wav	j
DEFEAT	r	lo.wav	j
XXXX	cf	hi.wav	j
XXXX	cr	lo.wav	j
FRONT	f	hi.wav	j
RADAR	f	hi.wav	j
IDEAL	r	lo.wav	j
GENIUS	f	hi.wav	j
XXXXXX	cr	lo.wav	j
XXXX	cf	hi.wav	j
ABANDON	r	lo.wav	j
XXXXX	cf	hi.wav	j
HARVEST	f	hi.wav	j
XXXX	cf	hi.wav	j
XXXXXX	cr	lo.wav	j
RADIO	r	lo.wav	j
FRINGE	r	lo.wav	j
QUIET	r	lo.wav	j
ACID	f	hi.wav	j
XXXXXX	cf	hi.wav	j
XXXXXXXX	cr	lo.wav	j
XXXXX	cf	hi.wav	j
XXXXX	cf	hi.wav	j
MOUTH	f	hi.wav	j
XXXX	cf	hi.wav	j
XXXXXX	cr	lo.wav	j
XXXXXX	cf	hi.wav	j
XXXXX	cr	lo.wav	j
DENTAL	r	lo.wav	j
DEAL	f	hi.wav	j
XXXX	cf	hi.wav	j
XXXX	cf	hi.wav	j
XXXXXXX	cf	hi.wav	j
WOOD	r	lo.wav	j
XXXXX	cr	lo.wav	j
XXXX	cf	hi.wav	j
DESIRE	r	lo.wav	j
DESTINY	r	lo.wav	j
XXXX	cr	lo.wav	j
FUTURE	f	hi.wav	j
JUMP	f	hi.wav	j
XXXXX	cr	lo.wav	j
KIND	f	hi.wav	j
LEAD	r	lo.wav	j
UPRIGHT	f	hi.wav	j
XXXXX	cr	lo.wav	j
HANDLE	r	lo.wav	j
XXXXXX	cf	hi.wav	j
XXXXX	cr	lo.wav	j
XXXXX	cf	hi.wav	j
XXXXX	cf	hi.wav	j
XXXX	cf	hi.wav	j
WRITING	f	hi.wav	j
XXXXX	cr	lo.wav	j
CAREER	f	hi.wav	j
QUESTION	f	hi.wav	j
INFANT	f	hi.wav	j
XXXX	cr	lo.wav	j
XXXXXXX	cf	hi.wav	j
JAIL	r	lo.wav	j
VERSE	r	lo.wav	j
TANK	r	lo.wav	j
QUEEN	r	lo.wav	j
DEPOT	f	hi.wav	j
XXXX	cf	hi.wav	j
