word	instruction	tone	response
XXXXXX	cr	lo.wav	j
XXXX	cf	hi.wav	j
XXXXX	cr	lo.wav	j
XXXX	cr	lo.wav	j
ACID	f	hi.wav	j
XXXXX	cf	hi.wav	j
XXXXXXX	cf	hi.wav	j
XXXXXX	cf	hi.wav	j
XXXXXXX	cr	lo.wav	j
XXXXXXXX	cf	hi.wav	j
ANIMAL	f	hi.wav	j
XXXX	cf	hi.wav	j
GENERAL	r	lo.wav	j
XXXXXXX	cf	hi.wav	j
XXXXXXX	cf	hi.wav	j
XXXXX	cf	hi.wav	j
XXXXX	cr	lo.wav	j
OFFICER	r	lo.wav	j
XXXXXX	cr	lo.wav	j
INTERVAL	f	hi.wav	j
XXXXXX	cr	lo.wav	j
XXXXX	cf	hi.wav	j
TANK	r	lo.wav	j
DESIGN	r	lo.wav	j
XXXXX	cr	lo.wav	j
DESIRE	r	lo.wav	j
REAL	f	hi.wav	j
GRADIENT	f	hi.wav	j
XXXX	cr	lo.wav	j
PASS	r	lo.wav	j
XXXXXXX	cr	lo.wav	j
DEFEAT	r	lo.wav	j
XXXX	cr	lo.wav	j
XXXXXXX	cf	hi.wav	j
XXXX	cf	hi.wav	j
XXXXXX	cr	lo.wav	j
HAIR	r	lo.wav	j
YEAR	r	lo.wav	j
PATROL	f	hi.wav	j
XXXXXX	cf	hi.wav	j
ABANDON	r	lo.wav	j
XXXXXX	cr	lo.wav	j
MUSCLE	f	hi.wav	j
ZONE	r	lo.wav	j
XXXXX	cr	lo.wav	j
XXXX	cf	hi.wav	j
CAREER	f	hi.wav	j
XXXXX	cr	lo.wav	j
RADAR	f	hi.wav	j
FUND	r	lo.wav	j
XXXX	cr	lo.wav	j
NEON	r	lo.wav	j
XXXXXXXX	cf	hi.wav	j
JURY	r	lo.wav	j
DEAN	f	hi.wav	j
QUIET	r	lo.wav	j
GOWN	f	hi.wav	j
DEPTH	r	lo.wav	j
INFANT	f	hi.wav	j
RAKE	f	hi.wav	j
XXXX	cr	lo.wav	j
WRITING	f	hi.wav	j
JOURNEY	r	lo.wav	j
XXXX	cr	lo.wav	j
XXXX	cf	hi.wav	j
XXXXXXXX	cr	lo.wav	j
XXXXX	cr	lo.wav	j
NARROW	r	lo.wav	j
URGENCY	r	lo.wav	j
DELAY	r	lo.wav	j
PAPER	r	lo.wav	j
XXXXXX	cf	hi.wav	j
CURSE	r	lo.wav	j
VARIETY	f	hi.wav	j
XXXX	cf	hi.wav	j
UPPER	r	lo.wav	j
XXXXX	cr	lo.wav	j
JUICE	r	lo.wav	j
XXXXXXXX	cr	lo.wav	j
MOVE	f	hi.wav	j
XXXXXX	cr	lo.wav	j
XXXX	cr	lo.wav	j
MOUTH	f	hi.wav	j
XXXXX	cf	hi.wav	j
VACUUM	r	lo.wav	j
CREW	r	lo.wav	j
CUSTOMER	f	hi.wav	j
XXXXX	cf	hi.wav	j
FRINGE	r	lo.wav	j
XXXXXX	cf	hi.wav	j
XXXX	cf	hi.wav	j
XXXXX	cf	hi.wav	j
MYTH	f	hi.wav	j
XXXXX	cr	lo.wav	j
DENTAL	r	lo.wav	j
XXXXXXX	cf	hi.wav	j
DEBATE	f	hi.wav	j
XXXX	cr	lo.wav	j
XXXXXXXX	cf	hi.wav	j
SYMPHONY	r	lo.wav	j
XXXXX	cf	hi.wav	j
FUTURE	f	hi.wav	j
TABLE	r	lo.wav	j
QUOTE	f	hi.wav	j
XXXX	cf	hi.wav	j
GIANT	f	hi.wav	j
XXXXXX	cf	hi.wav	j
XXXX	cf	hi.wav	j
OBJECT	r	lo.wav	j
XXXXXX	cr	lo.wav	j
NARRATOR	f	hi.wav	j
XXXX	cf	hi.wav	j
XXXXXX	cf	hi.wav	j
XXXXX	cr	lo.wav	j
XXXXXX	cr	lo.wav	j
DIAGRAM	f	hi.wav	j
CANDY	f	hi.wav	j
XXXXXX	cr	lo.wav	j
LEMON	f	hi.wav	j
XXXXXX	cr	lo.wav	j
XXXX	cr	lo.wav	j
SWIFT	f	hi.wav	j
VERSE	r	lo.wav	j
ISLAND	r	lo.wav	j
XXXX	cf	hi.wav	j
XXXXX	cf	hi.wav	j
HAIL	f	hi.wav	j
RAID	f	hi.wav	j
GENIUS	f	hi.wav	j
ZINC	r	lo.wav	j
JUNGLE	r	lo.wav	j
XXXXXX	cr	lo.wav	j
XXXXXX	cr	lo.wav	j
FRAME	f	hi.wav	j
LAWN	r	lo.wav	j
JUMP	f	hi.wav	j
XXXX	cf	hi.wav	j
SURPRISE	r	lo.wav	j
XXXXXX	cr	lo.wav	j
XXXXXXX	cf	hi.wav	j
XXXXXXX	cf	hi.wav	j
XXXXX	cf	hi.wav	j
ACADEMY	f	hi.wav	j
XXXXXXXX	cf	hi.wav	j
KITCHEN	f	hi.wav	j
GRADE	f	hi.wav	j
RAGE	r	lo.wav	j
JACKET	r	lo.wav	j
HANDLE	r	lo.wav	j
ABSTRACT	r	lo.wav	j
LEAGUE	r	lo.wav	j
XXXXXXXX	cf	hi.wav	j
XXXX	cf	hi.wav	j
XXXX	cr	lo.wav	j
KIND	f	hi.wav	j
XXXXX	cr	lo.wav	j
XXXX	cf	hi.wav	j
