word	instruction	tone	response
OPERA	r	lo.wav	j
XXXXX	cf	hi.wav	j
MYSTERY	r	lo.wav	j
XXXXX	cr	lo.wav	j
DEAR	r	lo.wav	j
OPINION	r	lo.wav	j
ELBOW	r	lo.wav	j
XXXXXXX	cf	hi.wav	j
XXXXX	cr	lo.wav	j
XXXXXX	cr	lo.wav	j
GHOST	r	lo.wav	j
XXXXXXX	cf	hi.wav	j
XXXXXX	cf	hi.wav	j
UPSET	r	lo.wav	j
XXXX	cr	lo.wav	j
XXXXX	cr	lo.wav	j
LEASE	r	lo.wav	j
XXXXX	cr	lo.wav	j
JAZZ	f	hi.wav	j
XXXXX	cr	lo.wav	j
KNIGHT	f	hi.wav	j
GOSSIP	f	hi.wav	j
XXXXX	cr	lo.wav	j
USAGE	f	hi.wav	j
RAIL	r	lo.wav	j
HAWK	f	hi.wav	j
XXXXX	cf	hi.wav	j
GATE	r	lo.wav	j
XXXXX	cf	hi.wav	j
XXXXXXX	cr	lo.wav	j
XXXXXXX	cr	lo.wav	j
XXXXX	cr	lo.wav	j
XXXX	cf	hi.wav	j
XXXXXXXX	cr	lo.wav	j
TALENT	r	lo.wav	j
CURRENCY	r	lo.wav	j
WINDOW	f	hi.wav	j
XXXXX	cf	hi.wav	j
PROSE	r	lo.wav	j
XXXX	cr	lo.wav	j
XXXXXX	cf	hi.wav	j
XXXXXX	cf	hi.wav	j
XXXXXX	cr	lo.wav	j
JEEP	f	hi.wav	j
RACE	f	hi.wav	j
XXXXX	cr	lo.wav	j
NEUTRAL	r	lo.wav	j
XXXXXXXX	cr	lo.wav	j
FRUIT	r	lo.wav	j
XXXX	cr	lo.wav	j
LACK	r	lo.wav	j
OPPONENT	r	lo.wav	j
CROSS	f	hi.wav	j
ACTOR	f	hi.wav	j
XXXX	cr	lo.wav	j
SYSTEM	r	lo.wav	j
GRADUATE	f	hi.wav	j
XXXXX	cr	lo.wav	j
DEBUT	f	hi.wav	j
XXXXX	cr	lo.wav	j
INCOME	f	hi.wav	j
IMPULSE	f	hi.wav	j
XXXXXXX	cr	lo.wav	j
XXXX	cr	lo.wav	j
KISS	f	hi.wav	j
XXXXX	cf	hi.wav	j
IRONY	r	lo.wav	j
XXXXXXX	cf	hi.wav	j
IMPACT	r	lo.wav	j
XXXXXXX	cf	hi.wav	j
DETAIL	f	hi.wav	j
YOUTH	f	hi.wav	j
XXXXXX	cf	hi.wav	j
XXXXXXX	cf	hi.wav	j
RAIN	f	hi.wav	j
XXXXXXX	cr	lo.wav	j
VICTORY	r	lo.wav	j
AMOUNT	r	lo.wav	j
ADULT	f	hi.wav	j
YARD	r	lo.wav	j
XXXX	cr	lo.wav	j
XXXX	cr	lo.wav	j
XXXX	cf	hi.wav	j
YIELD	f	hi.wav	j
ONION	f	hi.wav	j
XXXXXXXX	cr	lo.wav	j
OCEAN	r	lo.wav	j
GRAB	r	lo.wav	j
XXXXXXX	cf	hi.wav	j
GATHER	f	hi.wav	j
XXXX	cr	lo.wav	j
SURFACE	f	hi.wav	j
GUEST	f	hi.wav	j
XXXXX	cf	hi.wav	j
VALLEY	f	hi.wav	j
XXXXX	cr	lo.wav	j
XXXXX	cf	hi.wav	j
XXXXXXXX	cr	lo.wav	j
ADDITION	r	lo.wav	j
XXXX	cr	lo.wav	j
XXXXXXXX	cr	lo.wav	j
XXXX	cr	lo.wav	j
LIFT	r	lo.wav	j
LAST	r	lo.wav	j
XXXX	cf	hi.wav	j
PARK	f	hi.wav	j
WISE	f	hi.wav	j
TACTICS	f	hi.wav	j
JOINT	f	hi.wav	j
INCH	r	lo.wav	j
LATIN	r	lo.wav	j
NECK	f	hi.wav	j
JUSTICE	r	lo.wav	j
XXXXX	cf	hi.wav	j
XXXXXXX	cf	hi.wav	j
LABEL	f	hi.wav	j
XXXXXXX	cf	hi.wav	j
LAMP	f	hi.wav	j
CASH	f	hi.wav	j
XXXX	cr	lo.wav	j
GANG	r	lo.wav	j
XXXX	cf	hi.wav	j
XXXXXX	cf	hi.wav	j
GLOBE	r	lo.wav	j
XXXXX	cf	hi.wav	j
JUNIOR	f	hi.wav	j
XXXXXXX	cf	hi.wav	j
XXXX	cf	hi.wav	j
WOOL	f	hi.wav	j
MUSICIAN	f	hi.wav	j
EQUAL	r	lo.wav	j
KINGDOM	r	lo.wav	j
XXXXXX	cf	hi.wav	j
XXXX	cr	lo.wav	j
XXXXX	cf	hi.wav	j
QUARTER	f	hi.wav	j
XXXX	cf	hi.wav	j
XXXXX	cf	hi.wav	j
CREST	f	hi.wav	j
GOLF	r	lo.wav	j
ABILITY	f	hi.wav	j
XXXX	cf	hi.wav	j
JOKE	r	lo.wav	j
XXXX	cr	lo.wav	j
XXXXXXX	cf	hi.wav	j
ABSENCE	f	hi.wav	j
XXXXXX	cf	hi.wav	j
XXXXX	cr	lo.wav	j
NEEDLE	f	hi.wav	j
XXXX	cf	hi.wav	j
XXXXXX	cr	lo.wav	j
QUICK	r	lo.wav	j
