word	instruction	tone	response
XXXXX	cf	lo.wav	f
GRAPH	r	hi.wav	f
CURTAIN	r	hi.wav	f
NAME	f	lo.wav	f
HARVEST	r	hi.wav	f
XXXXX	cf	lo.wav	f
XXXXX	cr	hi.wav	f
GENIUS	r	hi.wav	f
XXXXX	cf	lo.wav	f
XXXX	cf	lo.wav	f
LEISURE	r	hi.wav	f
XXXXXX	cf	lo.wav	f
XXXXXX	cr	hi.wav	f
FRUIT	f	lo.wav	f
XXXXXXX	cr	hi.wav	f
XXXX	cf	lo.wav	f
XXXXX	cr	hi.wav	f
XXXX	cr	hi.wav	f
XXXXX	cf	lo.wav	f
XXXXX	cf	lo.wav	f
XXXXXXX	cr	hi.wav	f
XXXX	cf	lo.wav	f
XXXX	cf	lo.wav	f
JEAN	r	hi.wav	f
LATIN	f	lo.wav	f
XXXXX	cf	lo.wav	f
LAST	f	lo.wav	f
XXXXXXXX	cr	hi.wav	f
ANIMAL	r	hi.wav	f
YARN	f	lo.wav	f
XXXX	cr	hi.wav	f
XXXXXXX	cf	lo.wav	f
GRADE	r	hi.wav	f
INFANT	r	hi.wav	f
XXXX	cf	lo.wav	f
XXXXX	cr	hi.wav	f
OCEAN	f	lo.wav	f
KIND	r	hi.wav	f
LEASE	f	lo.wav	f
