word	instruction	tone	response
NEEDLE	r	hi.wav	f
TAIL	r	hi.wav	f
CROSS	r	hi.wav	f
DEFEAT	f	lo.wav	f
XXXXXX	cf	lo.wav	f
XXXXX	cf	lo.wav	f
DEBUT	r	hi.wav	f
XXXX	cr	hi.wav	f
XXXX	cf	lo.wav	f
NEON	f	lo.wav	f
XXXXX	cr	hi.wav	f
ISLAND	f	lo.wav	f
XXXXXXX	cf	lo.wav	f
XXXXX	cr	hi.wav	f
NATION	r	hi.wav	f
FUND	f	lo.wav	f
KNIGHT	r	hi.wav	f
WOOL	r	hi.wav	f
XXXXX	cf	lo.wav	f
XXXX	cr	hi.wav	f
XXXX	cr	hi.wav	f
ZERO	r	hi.wav	f
LEAGUE	f	lo.wav	f
ABSENCE	r	hi.wav	f
XXXXX	cf	lo.wav	f
XXXXXXX	cr	hi.wav	f
LEAD	f	lo.wav	f
XXXXXX	cf	lo.wav	f
USAGE	r	hi.wav	f
GALLERY	r	hi.wav	f
XXXXXX	cr	hi.wav	f
NARROW	f	lo.wav	f
XXXXXXX	cr	hi.wav	f
RACE	r	hi.wav	f
JUNIOR	r	hi.wav	f
PASSIVE	r	hi.wav	f
XXXX	cf	lo.wav	f
ZINC	f	lo.wav	f
XXXX	cf	lo.wav	f
TACKLE	f	lo.wav	f
FRINGE	f	lo.wav	f
INPUT	r	hi.wav	f
XXXXXXXX	cf	lo.wav	f
CREW	f	lo.wav	f
XXXX	cr	hi.wav	f
XXXXX	cr	hi.wav	f
DEPTH	f	lo.wav	f
XXXX	cf	lo.wav	f
JOURNEY	f	lo.wav	f
GOSSIP	r	hi.wav	f
XXXXX	cf	lo.wav	f
IMPULSE	r	hi.wav	f
XXXX	cr	hi.wav	f
XXXXXXX	cf	lo.wav	f
XXXXXX	cr	hi.wav	f
CASH	r	hi.wav	f
XXXX	cf	lo.wav	f
XXXXXXX	cf	lo.wav	f
XXXXX	cr	hi.wav	f
WOOD	f	lo.wav	f
DESTINY	f	lo.wav	f
QUIET	f	lo.wav	f
KNOCK	r	hi.wav	f
PAPER	f	lo.wav	f
TACTICS	r	hi.wav	f
XXXX	cr	hi.wav	f
XXXXXXX	cr	hi.wav	f
ECONOMY	r	hi.wav	f
PASS	f	lo.wav	f
XXXXXX	cf	lo.wav	f
LABEL	r	hi.wav	f
CURVE	f	lo.wav	f
GATHER	r	hi.wav	f
XXXX	cf	lo.wav	f
IDEAL	f	lo.wav	f
XXXXX	cr	hi.wav	f
XXXXX	cf	lo.wav	f
XXXX	cr	hi.wav	f
HAIR	f	lo.wav	f
XXXXXX	cr	hi.wav	f
XXXXX	cf	lo.wav	f
XXXXX	cf	lo.wav	f
XXXX	cr	hi.wav	f
XXXXXXXX	cr	hi.wav	f
GRASS	r	hi.wav	f
DESIRE	f	lo.wav	f
XXXXXXXX	cf	lo.wav	f
OFFICER	f	lo.wav	f
ADULT	r	hi.wav	f
RABBIT	r	hi.wav	f
JUNGLE	f	lo.wav	f
XXXXXX	cr	hi.wav	f
UPPER	f	lo.wav	f
XXXX	cf	lo.wav	f
RADICAL	f	lo.wav	f
XXXXXXX	cf	lo.wav	f
GAIN	f	lo.wav	f
XXXXXX	cf	lo.wav	f
XXXXXXX	cr	hi.wav	f
ABILITY	r	hi.wav	f
JAIL	f	lo.wav	f
XXXXXX	cr	hi.wav	f
KISS	r	hi.wav	f
GOSPEL	f	lo.wav	f
XXXXXX	cr	hi.wav	f
DELAY	f	lo.wav	f
YOUTH	r	hi.wav	f
PARK	r	hi.wav	f
XXXX	cr	hi.wav	f
RAGE	f	lo.wav	f
XXXXXXXX	cf	lo.wav	f
XXXXXX	cf	lo.wav	f
XXXXX	cr	hi.wav	f
XXXXXXX	cr	hi.wav	f
RAIN	r	hi.wav	f
SURFACE	r	hi.wav	f
JOINT	r	hi.wav	f
XXXXX	cr	hi.wav	f
VALLEY	r	hi.wav	f
XXXXX	cr	hi.wav	f
ACTOR	r	hi.wav	f
VECTOR	f	lo.wav	f
JAZZ	r	hi.wav	f
XXXX	cr	hi.wav	f
XXXX	cf	lo.wav	f
LAUNCH	f	lo.wav	f
DENTAL	f	lo.wav	f
VACUUM	f	lo.wav	f
YIELD	r	hi.wav	f
GUEST	r	hi.wav	f
XXXXX	cr	hi.wav	f
XXXXXXX	cr	hi.wav	f
XXXXXXXX	cr	hi.wav	f
XXXXX	cr	hi.wav	f
ABANDON	f	lo.wav	f
DETAIL	r	hi.wav	f
VARIABLE	f	lo.wav	f
GLANCE	r	hi.wav	f
DICE	r	hi.wav	f
XXXX	cr	hi.wav	f
XXXXX	cr	hi.wav	f
XXXX	cf	lo.wav	f
XXXXXXX	cr	hi.wav	f
XXXX	cr	hi.wav	f
JUDGE	r	hi.wav	f
LAWN	f	lo.wav	f
LAMP	r	hi.wav	f
SURPRISE	f	lo.wav	f
XXXXX	cr	hi.wav	f
MUSICIAN	r	hi.wav	f
XXXXXX	cf	lo.wav	f
XXXXX	cr	hi.wav	f
RADIO	f	lo.wav	f
YEAR	f	lo.wav	f
XXXXXXX	cr	hi.wav	f
IMAGE	r	hi.wav	f
XXXX	cf	lo.wav	f
DESIGN	f	lo.wav	f
XXXXXX	cr	hi.wav	f
XXXX	cf	lo.wav	f
XXXXXXX	cr	hi.wav	f
QUARTER	r	hi.wav	f
XXXXX	cf	lo.wav	f
XXXXXXXX	cf	lo.wav	f
XXXXX	cf	lo.wav	f
XXXX	cf	lo.wav	f
HAWK	r	hi.wav	f
